"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"1460" 2.19461791181612e-52 1.78078593694032 1 0.655 2.72593490826681e-48 2 "ARL6IP1"
"1461" 2.30963381718748e-52 2.17230171883771 0.879 0.109 2.86879616432857e-48 2 "HIST1H2AI"
"1462" 2.41273351200595e-52 1.07573197873235 0.672 0.019 2.9968562952626e-48 2 "MELK"
"1463" 2.65279126419545e-52 1.98351302108867 0.983 0.415 3.29503202925716e-48 2 "ERH"
"1464" 3.24220408769375e-52 -2.21687876926425 0.948 0.911 4.0271416973244e-48 2 "TSPO"
"1465" 6.95261786008581e-52 1.58070551687928 0.966 0.165 8.63584664401258e-48 2 "NUP37"
"1466" 1.00985091779342e-51 1.17345831782141 0.69 0.024 1.2543358249912e-47 2 "SPAG5"
"1467" 1.80257974461192e-51 1.8177913549903 1 0.416 2.23898430078246e-47 2 "SNRPG"
"1468" 2.04655082793806e-51 2.19950558835317 0.759 0.045 2.54202078338186e-47 2 "CCNB1"
"1469" 2.35672338904258e-51 1.8768481529602 0.983 0.361 2.92728612152978e-47 2 "HMCES"
"1470" 3.13633880219107e-51 0.908724440653521 0.586 0.011 3.89564642620153e-47 2 "MYL4"
"1471" 3.34809782997389e-51 1.98446836359673 1 0.561 4.15867231461057e-47 2 "UCP2"
"1472" 3.67458422362416e-51 1.84331421081713 0.983 0.234 4.56420106416356e-47 2 "USP1"
"1473" 3.75867128048116e-51 1.66477516867091 0.983 0.566 4.66864559748565e-47 2 "H3F3A"
"1474" 3.75984547519817e-51 -2.33775350326263 0.81 0.953 4.67010406474365e-47 2 "GSTP1"
"1475" 4.59431092935678e-51 -3.33523654653201 0.293 0.853 5.70659360535405e-47 2 "GLRX"
"1476" 4.85341068538267e-51 1.61577542130541 0.966 0.142 6.02842141231381e-47 2 "DNAJC9"
"1477" 6.4715471851e-51 1.31428662785758 0.638 0.023 8.03830875861271e-47 2 "CDKN3"
"1478" 7.68472188004304e-51 1.12275674285358 0.828 0.052 9.54519304720146e-47 2 "CLGN"
"1479" 1.04380448828311e-50 1.80751380932628 0.897 0.087 1.29650955489645e-46 2 "SAMD1"
"1480" 1.05992841210467e-50 -1.86596670256464 0.931 0.911 1.31653708067521e-46 2 "PRR13"
"1481" 1.57447939646967e-50 1.27465601316148 0.793 0.044 1.95566085835497e-46 2 "STRBP"
"1482" 2.33045406477786e-50 1.8104844320384 1 0.339 2.89465699386057e-46 2 "HNRNPR"
"1483" 3.50821198545452e-50 2.04272843212596 0.845 0.123 4.35755010713306e-46 2 "HIST2H3D"
"1484" 6.53027782670759e-50 2.01622047408995 0.845 0.1 8.1112580885535e-46 2 "HIST2H2BF"
"1485" 7.16671319897585e-50 -2.44410990605025 0.431 0.824 8.9017744644479e-46 2 "BRI3"
"1486" 7.76920400098286e-50 1.42831657579894 0.914 0.097 9.6501282896208e-46 2 "TUBA1B"
"1487" 1.44578224736915e-49 2.01361056618422 0.897 0.286 1.79580612945722e-45 2 "SMC3"
"1488" 2.00284573860505e-49 1.17837862396053 0.914 0.097 2.48773469192134e-45 2 "EVL"
"1489" 3.35282254389864e-49 -6.81825617068564 1 0.996 4.1645408817765e-45 2 "S100A8"
"1490" 3.71540541844016e-49 1.46971405340659 1 0.796 4.61490507024453e-45 2 "SNRPD2"
"1491" 7.64701898762757e-49 1.62438781726518 0.966 0.38 9.49836228453221e-45 2 "RHEB"
"1492" 1.71477429329751e-48 1.66515685057134 0.793 0.068 2.12992114970484e-44 2 "HIST1H4K"
"1493" 5.01889140967935e-48 1.39574052003595 0.759 0.041 6.23396501996272e-44 2 "TNFAIP8L1"
"1494" 5.44919831821038e-48 1.31993898180793 0.707 0.033 6.76844923104911e-44 2 "HMMR"
"1495" 7.25497614344756e-48 1.83546654319936 0.759 0.058 9.01140586777621e-44 2 "HIST2H2AB"
"1496" 1.02658120035232e-47 1.67513070079923 0.966 0.299 1.27511650895762e-43 2 "RPA3"
"1497" 2.00666985764579e-47 0.870268290540529 0.655 0.023 2.49248463018184e-43 2 "CENPT"
"1498" 2.08696988622293e-47 1.54944688222007 0.759 0.056 2.5922252956775e-43 2 "HIST1H2AD"
"1499" 2.34539212410486e-47 1.71998395147363 0.966 0.251 2.91321155735065e-43 2 "COX20"
"1500" 2.4968954807867e-47 1.03075200067382 0.672 0.026 3.10139387668516e-43 2 "NCAPG"
"1501" 4.84262731251792e-47 1.55100989309763 0.741 0.052 6.01502738487851e-43 2 "DDAH2"
"1502" 1.04109162992841e-46 -2.30417807300838 0.414 0.87 1.29313991353407e-42 2 "SH3BGRL3"
"1503" 1.44254909786311e-46 1.24001224608904 0.793 0.054 1.79179023445576e-42 2 "N4BP3"
"1504" 1.71943979948978e-46 1.32603501537651 0.862 0.101 2.13571617494626e-42 2 "ZWINT"
"1505" 1.76312413886369e-46 1.73731418567174 0.983 0.216 2.18997649288259e-42 2 "LSM7"
"1506" 1.7848780499341e-46 1.64485171479662 0.862 0.111 2.21699702582315e-42 2 "SMC1A"
"1507" 3.72740227200298e-46 0.95513340576562 0.638 0.021 4.6298063620549e-42 2 "ECT2"
"1508" 4.83811075506385e-46 1.57444301322501 0.983 0.22 6.00941736886481e-42 2 "BUB3"
"1509" 8.97460597098759e-46 1.24922248060047 0.707 0.035 1.11473580765637e-41 2 "BLNK"
"1510" 1.11053911454531e-45 1.69751252054522 0.948 0.172 1.37940063417673e-41 2 "TMPO"
"1511" 1.23795902400482e-45 1.86305422834709 0.983 0.293 1.53766890371638e-41 2 "ERP29"
"1512" 1.42457026976091e-45 1.6652849024794 0.966 0.377 1.76945873207002e-41 2 "STRA13"
"1513" 1.98915873157569e-45 0.977726493865829 0.759 0.046 2.47073406049017e-41 2 "CENPU"
"1514" 2.02650526217706e-45 2.12584466918285 0.914 0.425 2.51712218615013e-41 2 "HIST1H1E"
"1515" 2.2768394147267e-45 1.74021279900116 0.931 0.177 2.82806223703204e-41 2 "SUZ12"
"1516" 5.40793981113037e-45 1.09435235495164 0.776 0.056 6.71720203940503e-41 2 "ABHD10"
"1517" 6.31530761522722e-45 1.59808799885431 0.914 0.174 7.84424358887373e-41 2 "LSM3"
"1518" 3.13333992126764e-44 1.1203804437379 0.724 0.045 3.89192151620654e-40 2 "CEP70"
"1519" 3.50479898248808e-44 1.49338880260511 0.897 0.162 4.35331081614845e-40 2 "CETN2"
"1520" 4.9771023205464e-44 1.58671206876986 1 0.392 6.18205879235068e-40 2 "KHDRBS1"
"1521" 6.12605672726299e-44 1.03353309652985 0.759 0.061 7.60917506093336e-40 2 "ITM2C"
"1522" 7.78203146035977e-44 1.45083304297152 0.948 0.146 9.66606127691286e-40 2 "CDK4"
"1523" 2.93945363529024e-43 1.22235055081191 0.828 0.078 3.651095360394e-39 2 "CBX5"
"1524" 3.2535870137777e-43 1.63714883630088 0.862 0.111 4.04128042981329e-39 2 "ARHGAP11A"
"1525" 3.52701423790425e-43 1.57755551280742 0.741 0.059 4.38090438490087e-39 2 "UBE2T"
"1526" 6.22450661273697e-43 -1.3805257496292 0.879 0.873 7.73145966368059e-39 2 "COTL1"
"1527" 7.18776342587918e-43 1.11856891855694 0.793 0.064 8.92792095128453e-39 2 "PRKCB"
"1528" 7.72793423991709e-43 -3.07544574593547 0.172 0.824 9.59886711940101e-39 2 "CST3"
"1529" 8.21265745265278e-43 0.783787576881923 0.431 0.005 1.020094182194e-38 2 "CAPSL"
"1530" 1.2266950908379e-42 1.5517256910809 0.914 0.122 1.52367797232976e-38 2 "TRIM59"
"1531" 2.15315179571786e-42 0.890193922733838 0.655 0.03 2.67442984546116e-38 2 "FXYD6"
"1532" 2.40175977213267e-42 1.15976769065831 0.81 0.073 2.98322581296599e-38 2 "HAUS8"
"1533" 4.75449239105492e-42 1.37754303028102 0.931 0.137 5.90555499892931e-38 2 "REXO2"
"1534" 6.79152119637042e-42 2.15902670080276 1 0.772 8.4357484780117e-38 2 "RPS18"
"1535" 8.27121544955003e-42 1.70691799979547 1 0.53 1.02736767098861e-37 2 "ATP5G3"
"1536" 1.22320413866904e-41 1.96693366657664 0.914 0.206 1.51934186064081e-37 2 "TFDP2"
"1537" 1.30919941424862e-41 -1.79080071407272 0.879 0.893 1.62615659243821e-37 2 "LSP1"
"1538" 1.39910001579296e-41 -1.51926894570927 0.983 0.923 1.73782212961644e-37 2 "ARPC5"
"1539" 2.03516265184706e-41 1.31620202993639 1 0.198 2.52787552985923e-37 2 "S100A4"
"1540" 5.17232110470469e-41 1.39428113369072 1 0.711 6.42454004415369e-37 2 "COX6C"
"1541" 5.26049174240254e-41 1.4079738970731 0.914 0.148 6.5340567932382e-37 2 "ARPC5L"
"1542" 6.20425709249236e-41 2.03179673415727 1 0.621 7.70630773458476e-37 2 "RPS9"
"1543" 1.21036935466529e-40 2.28361141087833 0.966 0.403 1.50339977542976e-36 2 "HLA-DRA"
"1544" 1.21713386596083e-40 0.839417650961843 0.483 0.011 1.51180197490995e-36 2 "BACH2"
"1545" 1.26100467517011e-40 1.53273199010965 0.983 0.609 1.56629390702879e-36 2 "RBM8A"
"1546" 1.32094673000778e-40 1.39825913599819 0.983 0.268 1.64074793334266e-36 2 "ME2"
"1547" 1.65877939258265e-40 1.49904041444643 0.983 0.565 2.06036988352691e-36 2 "HNRNPD"
"1548" 2.02964032278613e-40 1.28744798906212 0.793 0.076 2.52101624493265e-36 2 "HIRIP3"
"1549" 2.44544031848569e-40 0.862682078341018 0.69 0.042 3.03748141959108e-36 2 "GNL1"
"1550" 3.53447484192197e-40 0.930842200464292 0.707 0.047 4.39017120115128e-36 2 "APITD1"
"1551" 4.99108451583505e-40 1.71801344970545 1 0.283 6.19942607711871e-36 2 "NCL"
"1552" 4.99858333705959e-40 1.00814324311657 0.69 0.052 6.20874036296172e-36 2 "EAF2"
"1553" 1.02195231835386e-39 1.26719493364894 0.845 0.118 1.26936697462733e-35 2 "POC1A"
"1554" 1.09226041300148e-39 0.944813146401317 0.534 0.015 1.35669665898914e-35 2 "HIST1H4A"
"1555" 1.1753162954151e-39 1.16869397143891 0.793 0.077 1.4598603705351e-35 2 "TUBG1"
"1556" 1.3170439300091e-39 1.50725001409024 0.828 0.095 1.63590026546431e-35 2 "MCM7"
"1557" 1.8105543611215e-39 1.33755646357157 1 0.818 2.24888957194901e-35 2 "COX4I1"
"1558" 1.99270399537898e-39 1.14615602318506 0.793 0.086 2.47513763266024e-35 2 "DUT"
"1559" 2.1136668917422e-39 1.22660913823832 0.845 0.108 2.62538564623298e-35 2 "SMCHD1"
"1560" 3.67734087563039e-39 -2.78829075657617 0.379 0.885 4.5676251016205e-35 2 "LST1"
"1561" 3.9216981643508e-39 1.02159599305437 0.759 0.066 4.87114128994013e-35 2 "PRIM1"
"1562" 5.33476969222941e-39 0.929602323391735 0.638 0.034 6.62631743471815e-35 2 "CHEK1"
"1563" 6.94918794039217e-39 1.12122296304408 0.776 0.074 8.63158634076112e-35 2 "ORC6"
"1564" 8.28681838390844e-39 0.77711534300169 0.586 0.028 1.02930571146527e-34 2 "SOX4"
"1565" 8.5920586249737e-39 1.1670911701745 0.862 0.116 1.06721960180798e-34 2 "SNRPA"
"1566" 9.75165411944929e-39 1.50686614452715 0.931 0.219 1.2112529581768e-34 2 "PRPF19"
"1567" 1.28853490315832e-38 1.36688944725314 1 0.529 1.60048920321295e-34 2 "NDUFA6"
"1568" 1.38461873720535e-38 0.769349203471569 0.586 0.027 1.71983493348277e-34 2 "BCL2L10"
"1569" 1.41087440372803e-38 1.41953544231205 0.983 0.447 1.75244709687058e-34 2 "C14ORF142"
"1570" 1.41347316624945e-38 -3.99036847945722 0.103 0.821 1.75567501979844e-34 2 "LRG1"
"1571" 1.46077838427597e-38 0.907816343624842 0.638 0.035 1.81443283110919e-34 2 "SMC2"
"1572" 2.11309271508751e-38 1.64402989279838 0.948 0.338 2.6246724614102e-34 2 "RAD21"
"1573" 2.12946130307757e-38 1.24291309621814 0.81 0.094 2.64500388455264e-34 2 "HNRNPAB"
"1574" 2.14725446053102e-38 1.62301882330415 1 0.546 2.66710476542558e-34 2 "RPL31"
"1575" 2.40689439343778e-38 0.81144782909076 0.586 0.024 2.98960352608907e-34 2 "KIF20A"
"1576" 2.67826233780531e-38 -1.65868170504715 0.879 0.872 3.32666964978798e-34 2 "PGD"
"1577" 3.13019387121592e-38 1.70508790605362 1 0.973 3.8880138074373e-34 2 "EEF1A1"
"1578" 5.87163852867877e-38 0.757146932094198 0.552 0.02 7.29316221647189e-34 2 "ERCC6L"
"1579" 7.42240260791357e-38 1.84468223890267 1 0.762 9.21936627928944e-34 2 "RPL13"
"1580" 7.99007356539205e-38 1.29252617726517 0.897 0.15 9.92447037557346e-34 2 "FAM72A"
"1581" 1.1272749361053e-37 1.64455172075181 1 0.433 1.40018819813639e-33 2 "EID1"
"1582" 1.21829572193369e-37 1.02156482838754 0.707 0.054 1.51324511621383e-33 2 "CXXC5"
"1583" 1.45404285733862e-37 1.15661351739576 0.931 0.166 1.8060666331003e-33 2 "SSNA1"
"1584" 1.55484094709674e-37 1.8541354298959 0.948 0.254 1.93126794038886e-33 2 "HN1"
"1585" 1.7884702288144e-37 1.02484849772915 0.655 0.04 2.22145887121036e-33 2 "HDAC2"
"1586" 2.16650739682187e-37 1.59105761146051 1 0.827 2.69101883759244e-33 2 "RPS4X"
"1587" 2.35773209447268e-37 0.984796838402938 0.69 0.052 2.92853903454452e-33 2 "SKA2"
"1588" 2.7068604889477e-37 -3.16205621174213 0.103 0.784 3.36219141332193e-33 2 "IGSF6"
"1589" 4.37907821406086e-37 1.11860746248053 0.793 0.09 5.439253049685e-33 2 "CD74"
"1590" 4.63981695817729e-37 1.15978874821948 0.828 0.102 5.76311664375202e-33 2 "NEK2"
"1591" 5.11177323529472e-37 0.756883239984587 0.534 0.019 6.34933353555957e-33 2 "CDCA5"
"1592" 5.14096351067507e-37 1.25394893283145 0.828 0.125 6.3855907766095e-33 2 "SORD"
"1593" 6.02806489410516e-37 1.31814031678273 0.983 0.622 7.48745940496801e-33 2 "UQCRB"
"1594" 9.786972495712e-37 1.29011055784158 0.776 0.085 1.21563985369239e-32 2 "RANBP1"
"1595" 1.11928456098914e-36 1.75798791971111 1 0.954 1.39026335320461e-32 2 "HMGB2"
"1596" 1.1303507994329e-36 0.780070020523551 0.621 0.035 1.40400872797561e-32 2 "HIST1H2BK"
"1597" 1.37681542622236e-36 1.61381668334854 0.983 0.389 1.71014244091079e-32 2 "CMTM7"
"1598" 1.38739975202789e-36 0.975939683332279 1 0.997 1.72328923199384e-32 2 "UBB"
"1599" 1.40222361576236e-36 1.6553998144834 0.983 0.286 1.74170195313843e-32 2 "PSMB9"
"1600" 1.63734377520853e-36 1.18621058303222 0.879 0.137 2.03374470318652e-32 2 "MRPS9"
"1601" 1.95108311465779e-36 1.16872635130338 0.897 0.144 2.42344033671644e-32 2 "PA2G4"
"1602" 2.44835122737922e-36 1.69907371465303 1 0.803 3.04109705952772e-32 2 "SLC25A6"
"1603" 2.51496393947013e-36 1.82845113059715 1 0.76 3.12383670921584e-32 2 "RPS8"
"1604" 2.5216321303256e-36 1.24640776579087 0.845 0.115 3.13211926907742e-32 2 "DUSP22"
"1605" 2.864512404058e-36 0.946887159531801 0.69 0.054 3.55801085708044e-32 2 "DSN1"
"1606" 3.19971609197848e-36 1.76494014075777 0.81 0.137 3.97436735784647e-32 2 "PHACTR1"
"1607" 3.70488523886135e-36 0.714627076757757 0.517 0.025 4.60183795518968e-32 2 "ACP5"
"1608" 4.13479296987789e-36 1.22472884835299 0.828 0.114 5.13582634788533e-32 2 "PDS5A"
"1609" 4.14330854360169e-36 1.46365492413243 0.983 0.319 5.14640354200766e-32 2 "SNRPF"
"1610" 4.7317234870021e-36 0.776413091662265 0.569 0.026 5.87727374320531e-32 2 "NCAPH"
"1611" 5.35222254854165e-36 -6.3670671389268 0.414 0.77 6.64799562754358e-32 2 "LCN2"
"1612" 5.93895864718819e-36 1.62229357389095 1 0.976 7.37678053567245e-32 2 "RPS12"
"1613" 6.96512195706691e-36 1.70922427852316 1 0.808 8.65137798287281e-32 2 "RPL7"
"1614" 9.09343127998674e-36 1.22833131155829 0.845 0.118 1.12949509928715e-31 2 "TERF1"
"1615" 1.01939875930607e-35 0.859026165848772 0.638 0.046 1.26619519893407e-31 2 "CHEK2"
"1616" 1.16139598768747e-35 0.806974016433529 0.655 0.045 1.4425699563066e-31 2 "ASH2L"
"1617" 1.39446124946999e-35 -2.74803964476482 0.448 0.746 1.73206031796668e-31 2 "SVIP"
"1618" 1.39580076983575e-35 1.01294142826971 0.81 0.101 1.73372413621299e-31 2 "FAM92A1"
"1619" 1.73633570808505e-35 1.35918044352302 0.966 0.295 2.15670258301245e-31 2 "NDUFC1"
"1620" 2.1791911816213e-35 1.56197747416287 1 0.672 2.70677336669181e-31 2 "EEF1G"
"1621" 3.01211854822132e-35 1.42201039949708 0.966 0.389 3.7413524487457e-31 2 "MINOS1"
"1622" 3.48822148266425e-35 1.24932418832138 0.862 0.138 4.33271990361727e-31 2 "PPA1"
"1623" 3.48845980418411e-35 1.39549309311183 0.862 0.155 4.33301592277709e-31 2 "RBBP7"
"1624" 4.12172192341407e-35 1.45647033030497 0.69 0.08 5.11959080107262e-31 2 "RRM2"
"1625" 4.29470049257252e-35 1.79545767552558 0.966 0.246 5.33444748182433e-31 2 "HLA-DQA1"
"1626" 4.95942090555247e-35 1.45810212048314 0.931 0.277 6.16009670678673e-31 2 "CCT3"
"1627" 4.98760708794434e-35 1.01125629373915 0.724 0.07 6.19510676393566e-31 2 "POLE2"
"1628" 5.84873287387318e-35 0.739291499898279 0.603 0.035 7.26471110263788e-31 2 "PARP1"
"1629" 6.4903651235694e-35 1.41843926757693 0.983 0.448 8.06168251998555e-31 2 "FKBP3"
"1630" 6.52474534591729e-35 -2.38625798228545 0.207 0.811 8.10438619416386e-31 2 "CAPG"
"1631" 7.69543129499857e-35 1.04067596076318 0.741 0.076 9.55849521151772e-31 2 "DCTPP1"
"1632" 7.9569413411517e-35 0.993128569238675 0.793 0.1 9.88331683984453e-31 2 "CHCHD10"
"1633" 1.11861497460635e-34 0.835094684481516 0.569 0.029 1.38943165995855e-30 2 "JADE1"
"1634" 1.15912624145446e-34 1.31213557023152 1 0.476 1.43975070451059e-30 2 "PABPN1"
"1635" 1.27059939130897e-34 -3.05252970905758 0.103 0.773 1.57821150394487e-30 2 "CCL23"
"1636" 1.33141457369596e-34 1.13904375041536 0.931 0.186 1.65375004198775e-30 2 "VPS36"
"1637" 1.46395695097435e-34 0.889999655032906 0.793 0.109 1.81838092880524e-30 2 "LPXN"
"1638" 2.72780519481912e-34 1.19386071660767 0.914 0.174 3.38820683248483e-30 2 "RSL1D1"
"1639" 2.99437639477226e-34 1.2082627766009 0.914 0.2 3.71931491994663e-30 2 "C9ORF142"
"1640" 3.87226919205874e-34 1.74905100667644 1 0.702 4.80974556345616e-30 2 "RPL35"
"1641" 4.00122653072483e-34 1.14712379920829 0.914 0.177 4.96992347381331e-30 2 "NUDCD2"
"1642" 4.58422004882812e-34 1.43627909978711 0.948 0.327 5.6940597226494e-30 2 "SRSF10"
"1643" 5.11258997836089e-34 1.21613739514328 1 0.953 6.35034801212206e-30 2 "COX6A1"
"1644" 6.36003660777002e-34 0.878036879579009 0.586 0.034 7.89980147051114e-30 2 "RMI2"
"1645" 7.64429236260354e-34 0.98689917334602 0.69 0.063 9.49497554358986e-30 2 "CENPP"
"1646" 7.73974362467151e-34 -2.4359801485296 0.897 0.92 9.61353555620449e-30 2 "CSTB"
"1647" 8.92817692034273e-34 1.30655139714817 0.983 0.405 1.10896885527577e-29 2 "VDAC1"
"1648" 1.13899567326661e-33 0.840878860964782 0.672 0.057 1.41474652576446e-29 2 "ACTL6A"
"1649" 1.28192014630281e-33 -3.28016884736003 0.069 0.788 1.59227301372273e-29 2 "CLEC4E"
"1650" 1.41831972531599e-33 0.8656644897282 0.776 0.102 1.76169493081499e-29 2 "TAP1"
"1651" 1.57357364811481e-33 1.67636053731405 1 0.9 1.9545358283234e-29 2 "RPL10"
"1652" 1.68206071489488e-33 1.30954826475828 0.931 0.244 2.08928761397093e-29 2 "PSMC3"
"1653" 1.89205399922575e-33 1.09370824334394 0.845 0.135 2.3501202724383e-29 2 "HSPB11"
"1654" 2.07017516566315e-33 0.771203311424736 0.672 0.06 2.5713645732702e-29 2 "MZT2B"
"1655" 2.25963754339929e-33 1.36833349072592 0.897 0.197 2.80669579265625e-29 2 "LSM2"
"1656" 2.47357203047778e-33 1.07370117374202 0.793 0.11 3.07242381905645e-29 2 "ALG13"
"1657" 2.73364504390819e-33 0.774974715882195 0.552 0.029 3.39546050903836e-29 2 "HAUS4"
"1658" 3.77754988385642e-33 1.40572662295359 0.948 0.351 4.69209471073806e-29 2 "MDH1"
"1659" 3.80280122495115e-33 0.790591141916941 0.793 0.115 4.72345940151183e-29 2 "ANKRD10"
"1660" 3.89288722224718e-33 1.54957449051011 1 0.746 4.83535521875322e-29 2 "RPL22"
"1661" 4.27055455923206e-33 1.29026506706545 1 0.974 5.30445581802215e-29 2 "RPS17"
"1662" 4.75696797054834e-33 1.2382840922597 0.914 0.207 5.9086299162181e-29 2 "PPM1G"
"1663" 4.86201522611125e-33 0.940309617225366 0.534 0.03 6.03910911235278e-29 2 "BUB1"
"1664" 5.08096400960405e-33 1.49110656610705 1 0.971 6.31106539632919e-29 2 "RPL27A"
"1665" 5.57889199893899e-33 0.922586143016819 0.828 0.14 6.92954175188212e-29 2 "IFI30"
"1666" 6.59355903724222e-33 1.04557051043995 0.845 0.136 8.18985968015856e-29 2 "BANF1"
"1667" 6.63863447039898e-33 1.06598735677084 0.672 0.068 8.24584787568257e-29 2 "NCAPD3"
"1668" 6.90356921693908e-33 1.24690453051875 0.776 0.104 8.57492332436003e-29 2 "OAZ2"
"1669" 8.16133335026224e-33 0.813274139312105 0.69 0.065 1.01371921543607e-28 2 "CENPH"
"1670" 1.17482270447279e-32 1.06666518843659 0.897 0.17 1.45924728122565e-28 2 "RNASEH2C"
"1671" 1.24753665583751e-32 1.31530832678065 0.897 0.232 1.54956528021577e-28 2 "NUTF2"
"1672" 1.28791354177754e-32 1.05042911166726 0.724 0.079 1.59971741024188e-28 2 "DKC1"
"1673" 1.41085353835124e-32 1.5440436754385 1 0.838 1.75242117998608e-28 2 "RPL18A"
"1674" 1.47282418301127e-32 1.32663280413588 0.966 0.435 1.8293949177183e-28 2 "NDUFB4"
"1675" 1.73907254810634e-32 1.38075567910756 0.983 0.388 2.16010201200288e-28 2 "THOC7"
"1676" 2.21143394766933e-32 -2.25746751779931 0.31 0.81 2.74682210640007e-28 2 "ABTB1"
"1677" 2.21596352955574e-32 0.735961268106038 0.5 0.02 2.75244830006118e-28 2 "CASC5"
"1678" 2.46084883603823e-32 1.45225961767703 1 0.801 3.05662033924309e-28 2 "HSPA8"
"1679" 2.4969161983258e-32 1.01260790399546 0.793 0.111 3.10141960994047e-28 2 "CCNG2"
"1680" 3.0805377679094e-32 1.23358863397118 0.966 0.277 3.82633596152026e-28 2 "SNRPC"
"1681" 3.92361352586392e-32 1.34593218047356 1 0.954 4.87352036047557e-28 2 "RPL34"
"1682" 4.22808070911818e-32 0.792933932560105 0.483 0.018 5.25169904879569e-28 2 "PSRC1"
"1683" 4.83345063817039e-32 1.24411948289629 0.776 0.104 6.00362903767145e-28 2 "CBR1"
"1684" 4.96842362538296e-32 -4.21543779882076 0.586 0.785 6.17127898508818e-28 2 "RETN"
"1685" 5.32566038213858e-32 0.775986193882286 0.534 0.029 6.61500276065434e-28 2 "TMEM98"
"1686" 6.11792397899936e-32 1.418733495671 0.948 0.268 7.59907337431511e-28 2 "TIFA"
"1687" 6.55336657950185e-32 1.11011371051914 0.879 0.171 8.13993662839925e-28 2 "SSBP1"
"1688" 1.05292511274401e-31 1.0543943240409 1 0.92 1.30783828253933e-27 2 "TCEB2"
"1689" 1.19578594104398e-31 1.36154406051601 1 0.97 1.48528571737073e-27 2 "RPL24"
"1690" 1.4264859506629e-31 1.35334942873719 1 0.933 1.77183819931839e-27 2 "RPL18"
"1691" 1.45625777888064e-31 1.35785050732916 1 0.986 1.80881778714764e-27 2 "RPL37"
"1692" 1.49652729672284e-31 0.86164624748111 0.569 0.035 1.85883655525945e-27 2 "FAM83D"
"1693" 1.90168398941169e-31 0.865922490779267 0.759 0.099 2.36208168324826e-27 2 "TMEM179B"
"1694" 2.04820610313641e-31 0.936429167030861 0.741 0.092 2.54407680070574e-27 2 "CFAP36"
"1695" 2.32006958322417e-31 1.47341062048727 1 0.93 2.88175842932274e-27 2 "RPL9"
"1696" 2.47010764214366e-31 1.22331655786083 0.862 0.166 3.06812070230664e-27 2 "POLR2I"
"1697" 2.52672261876203e-31 0.738457358699138 0.621 0.067 3.13844216476432e-27 2 "SKAP1"
"1698" 2.57189025658079e-31 1.19185086645542 1 0.602 3.194544887699e-27 2 "GDI2"
"1699" 2.72167459894514e-31 1.04246497772857 0.914 0.2 3.38059201934976e-27 2 "RBMX"
"1700" 2.74001562108536e-31 1.65979866694487 1 0.96 3.40337340295013e-27 2 "RPLP2"
"1701" 2.81633229696076e-31 -2.57043846571087 0.103 0.743 3.49816634605497e-27 2 "PADI4"
"1702" 3.4342379671033e-31 1.05157890163145 0.862 0.159 4.26566697893901e-27 2 "TUFM"
"1703" 4.0661090992064e-31 1.12950309563571 0.793 0.127 5.05051411212426e-27 2 "SNRPA1"
"1704" 4.1493103205076e-31 1.2584464619349 1 0.884 5.15385834910248e-27 2 "HNRNPA2B1"
"1705" 5.36926441498649e-31 -1.27197479463623 0.914 0.91 6.66916332985472e-27 2 "MYL12B"
"1706" 5.41894075825207e-31 1.22911351876003 1 0.408 6.7308663158249e-27 2 "CGGBP1"
"1707" 5.71972795589473e-31 1.00413204149132 0.828 0.143 7.10447409401684e-27 2 "CUTC"
"1708" 7.80584368077822e-31 1.09304442016489 0.897 0.203 9.69563843589463e-27 2 "RBM17"
"1709" 1.00267188533272e-30 0.697688853116488 0.483 0.021 1.24541874877178e-26 2 "PKIG"
"1710" 1.0734183693248e-30 1.33368155693356 1 0.969 1.33329295653833e-26 2 "RPL19"
"1711" 1.15333386679833e-30 0.819612290493213 0.707 0.084 1.4325559959502e-26 2 "MGST2"
"1712" 1.29531575185163e-30 1.25100409557257 0.948 0.383 1.60891169537491e-26 2 "MRPL51"
"1713" 1.39310407338091e-30 0.905444947630215 0.552 0.035 1.73037456954643e-26 2 "AQP3"
"1714" 1.68079178674447e-30 1.02742958968525 1 0.302 2.08771147831531e-26 2 "PRDX1"
"1715" 1.70148387142151e-30 1.36668751226733 1 0.945 2.11341311669266e-26 2 "RPS6"
"1716" 1.76520672507146e-30 1.29702379606711 1 0.595 2.19256327321127e-26 2 "TMA7"
"1717" 1.89771185503569e-30 1.3948321968203 1 0.962 2.35714789513983e-26 2 "RPS23"
"1718" 1.90762903202181e-30 0.984485443493232 0.707 0.083 2.36946602067428e-26 2 "OXCT1"
"1719" 1.93192771764619e-30 1.02583242511354 0.845 0.152 2.39964741808834e-26 2 "NDUFA5"
"1720" 2.53417674634364e-30 1.59328786369404 1 0.699 3.14770093663343e-26 2 "RPL14"
"1721" 2.54563814028626e-30 -2.38816587464708 0.103 0.749 3.16193713404956e-26 2 "SIGLEC5"
"1722" 2.61464833880814e-30 1.12646667663177 0.931 0.238 3.24765470163359e-26 2 "CHCHD1"
"1723" 2.67491214549322e-30 0.793272654468039 0.672 0.073 3.32250837591713e-26 2 "PSIP1"
"1724" 2.83935011776476e-30 1.1239542222778 1 0.854 3.52675678127561e-26 2 "COX8A"
"1725" 2.96725497429592e-30 1.45167980509917 0.983 0.827 3.68562740357296e-26 2 "RPS24"
